CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV)
IKUTUF,8.78737,1745.05,3.6373250911,10.5939329022,7.5569177477,-2.082727717207961,3.157537
XULGUI,5.19956,506.077,1.4720736614,3.0065389253,2.7855493753,-3.552002111224978,2.590294
JALPAQ,3.97561,16.0219,0.0711582459,1.6775369957,1.5266554682,-5.310091181101221,0.902551
KABXIW,5.62028,1670.13,4.6235024822,9.6475025215,6.568644515,-0.9780709626017252,1.992268
PARNON,7.81335,1840.12,0.7400690735000001,9.9854278215,8.3930657451,-4.2718930647951625,0.375433
UNIPEN,4.656,881.931,4.893925953,10.6326417787,9.2628880904,-2.008303103044264,2.887968
WASNIO,3.98841,37.8918,1.4299974684,3.1783704704,3.8246370549,-3.515379897593338,0.8275359999999999
COKNAT,11.6018,1518.51,1.6749410991,10.8728709256,8.0036754433,-3.938604073355351,2.122917
FOHCIP,4.96285,870.104,3.3299346535,3.7064402811,3.2547406859,-2.7980869454196524,2.663214
GELVEZ02,3.82815,9.10758,0.091552893,3.5672593865,3.5241994814,-5.233599051529553,1.628675
GIRGUL,4.00306,36.5018,2.725377705,3.0239063596,2.9347462179,-3.0512296708566757,0.398732
MUVHER,5.24679,698.604,3.5740272838,7.9406347187,7.0530012135,-3.0401170831130107,1.6633110000000002
IBICED,10.07018,959.646,0.2036798852,6.0058167475,4.8950536559,-4.868631592154046,2.986519
JOFKIA01,6.88318,916.145,1.2782575037,5.0619629015,2.9522363045,-4.010256154170198,0.672569
CUVTUJ,11.49174,1444.01,1.6410449646,11.3014028927,7.9700685923,-3.957637158861864,0.134315
NOKLIJ,11.48526,1468.0,1.1514201761,11.0262968924,7.8362947586,-4.115847777263119,0.575832
RAXDAX,3.78,1.7515900000000002,0.2145490839,2.1815186021,1.788505965,-4.776112254554779,1.84677
KIYMIQ,7.09051,1021.84,2.7587437946,7.3477682591,6.0150141145,-3.3039425646664813,2.724056
KALGEL,6.46285,1330.83,1.5830910826,10.4906792114,9.0703583825,-3.926721664364165,1.311816
GIQXUA,4.89316,847.19,2.7908694971,5.8995963794,4.4853689934,-1.555652240968672,0.3350759999999999
LAGVOG,7.38705,1995.59,4.8486681673,15.2913592953,10.3310654475,-2.47856768990531,2.575387
MUFXUI,6.32175,605.67,3.5104208546,5.25790513,2.9871528185000003,-0.9805098370024924,2.207695
QIVBUT,4.17898,37.7421,0.1342499694,4.2562680826,4.9395188554,-5.042431978383591,1.472212
ZAZBUZ,6.78822,1237.25,1.4466714245,7.9376440704,5.7286950705,-3.9900097582343625,0.7168059999999999
BAHGUN01,4.22559,97.7908,1.3407793604,3.1983331656,3.2369678923,-3.7026356761130503,0.914692
AFOVOH,8.78847,1489.31,3.3255158322,10.4556263797,8.0840938295,-1.994712214559549,2.81996
BOFCEG,4.76632,533.014,2.7794595169000003,5.4721928715,4.3482472804,-3.298322375903485,3.191211
HENYUV,4.33819,153.095,0.7767903715000001,3.7449973582,2.1675914673,-4.168694087093931,2.435789
FAGXIX,5.2216000000000005,778.255,3.6404905925,5.8542635413,4.9922273818,-2.2496598014748312,2.246126
BANMAG,8.68497,980.032,0.1554173512,5.5648257229,2.9093382739,-4.9705066478118205,0.574342
BERGAI,5.28761,363.09,1.2279524448,2.460959481,2.3378735523,-3.5275346401391348,2.831761
RAHBUZ,6.80616,1658.66,2.8015452675,10.3369864906,7.3518522729,-3.5731001620316976,3.952429
FATLUJ,5.42171,901.188,0.5313595931,4.1416804706,3.9085233228,-4.376750709602099,0.4164509999999999
NUTYIM,13.08435,1601.9,0.7693545422,15.9186001549,11.4885121103,-4.169075316124472,2.928311
ROGSAI,7.2611,1534.41,1.0302311935,9.0641253598,7.3544374669,-4.03255733424055,1.31748
IHILUI,4.87031,507.056,0.850288397,3.2157899085,1.533953188,-4.1688004131361405,4.556466
RUFZID,10.67066,1812.08,0.624304941,14.2591279342,10.8490196116,-4.356756624918118,0.2031750000000003
ZASJAG,8.3258,1126.42,0.2944875287,6.3453312526,5.9104259928000005,-4.713685024615345,2.406427
WAWGOQ,10.46531,1977.87,1.514026925,17.492782396,13.9423179403,-2.476702362627569,1.6345710000000002
EMOHIZ,4.57808,179.106,0.8423742622,3.8739334415,2.9623910901,-4.128082217478303,1.18135
BADYAJ,8.60576,1840.8,0.3478985871,10.6213375402,8.8776898655,-4.638345811464845,2.81703
CAZGIT,5.03658,337.377,1.9571584832,2.4195695367,2.2367428075,-2.145112453813993,0.7018
ENANIS,4.58864,471.533,2.002856649,3.6973789413,3.5603000513,-3.415143190319585,0.926637
LAGQER,4.88781,1294.91,5.1360510114,7.7697109281,6.2668238908,-0.5847828474203872,2.3731250000000004
TOBJUR,10.64745,1531.78,2.7942631034,11.8511994357,8.8138398991,-1.9261607237237717,2.43767
KAJZIH,8.4847,900.843,0.8993414594,4.1544695897,3.2517198958,-4.234845751695979,0.331191
ZETQIA,4.38937,32.7063,0.0422605468,0.6612618898,1.1410989375,-5.514980255989992,3.546311
AVAQIX01,5.36267,600.353,3.6941777491,5.8490200808,5.2514655367,-2.4492104852313425,3.053173
RESWUI01,4.8204,398.05,2.5757495088,4.203146726,2.3949996365,-1.328670691300141,3.211299
XIPBOO,7.07028,375.782,2.0458460094,4.6590458252,3.0047812353,-3.603968124026325,0.533462
AXOCEW,7.55963,1229.567,4.1218725469,8.5126817731,5.9449117375,-3.2389145174471325,3.152069
SOKWUM,5.85854,2073.32,0.1665399727,5.8749517073,5.0930083939,-4.962434072087151,0.736383
WEGGAS,4.84334,484.53,1.2096988366,3.1448303131,2.6835319501,-3.854952840251239,2.756767
OKOSUE,8.8545,1929.24,2.2453473994,13.2240559252,9.5194223124,-3.50554206259542,2.367213
WEMBUN,4.83761,1788.36,1.7530455735,5.9667002768,4.5414318614,-2.600141180481025,3.144494
KOSJAF,10.99192,1462.11,3.0954969027,11.1941791844,7.3077271243,-3.5776120900083925,0.2328300000000003
SUJREV,4.09412,40.0489,1.5216721235,3.919728383,2.7935572986,-3.64309305587168,2.516288
IDEYOF,10.03153,2487.97,0.2693873064,32.0299881851,23.4709470103,-4.754309702592284,0.194648
FODCEI,4.06765,20.8125,0.179066512,0.9352465614,0.9434798713,-4.901705926792491,2.978313
JUMCUR,6.66564,1474.92,0.5547420692,9.6075472835,7.2649686268,-4.451500025916404,0.979586
LULHUW,4.08097,159.543,2.5588442987,6.9668319556,5.7058975718,-3.6917558232593937,0.789375
WAMRIN01,7.20791,1359.54,3.1906915754,11.3447885781,8.6754721001,-3.495756198975887,2.585275
WIDZOA,4.22629,102.706,0.779692785,2.7562757073,2.0981417514,-4.113183394252411,1.979858
VIRVEY,7.24501,2376.35,2.2949578245,12.5312686014,7.7518805293,-3.481678245046028,2.28262
KOSKIO,11.01742,1415.82,2.6726858264,11.1234379823,7.3014764148,-3.6744617604783776,0.312924
XEXMEU,9.62722,1281.25,0.3285784036,8.5151159204,6.8786488251,-4.659730431255545,1.897464
XUMRUU,6.09258,1531.42,7.4113802859,10.345450551,8.1418046731,-2.256023267077292,2.633221
ABAVIJ,4.45543,158.361,1.4565354326,1.6595975506,1.6450184969,-3.069876046063075,0.345448
DEKHEH,5.43686,1078.38,1.3129105318,6.8668768127,5.2809574,-4.023437740947842,0.5622259999999999
UXABUR,5.25063,323.608,0.0490440616,0.9358978917,0.990615794,-5.487167574076727,2.399932
DOCKOW,6.92307,642.895,0.7994992263,3.1445144321,2.5324033618,-3.966226537015911,1.664929
YOPNUO,3.96031,27.4678,2.9251515333,4.8333495505,2.6056787018,-2.8939043382795733,3.0269570000000003
PITPEP,11.41966,1373.44,2.1703330433,11.6603358795,9.0570892645,-3.1962479920140927,4.1661660000000005
GAJTOC,4.47391,182.707,2.2104455108,3.8936076537,1.8576808961,-2.3124469615246444,2.541191
CUMJEB,5.10711,466.868,0.4199741675,1.7358276978,1.4416288718,-4.444684226517281,4.18411
GOJDOZ,4.79892,707.5543,0.2098686174,2.414225782,2.1083754673,-4.834544960077832,2.00503
ZIDVAL,5.3289100000000005,390.467,1.9329030652,2.83099611,2.4461516591,-2.4594703203043924,0.641772
GADDOH,8.41895,1532.29,3.6637512082,9.1666622638,5.958328877,-2.019907504872124,3.4154940000000003
QOJVAM,5.27687,1060.79,2.3388139929,6.6803577951,5.9142015882,-3.6496434216148015,1.403074
REYCOP,3.95649,20.7056,0.7598898352,3.4125253661,1.7714475667,-4.146937880903302,2.535329
COSMII,8.75515,2229.27,5.3091606078,16.0346191134,10.9886235435,-2.739332463009988,2.390008
ALUKUO,8.54799,2930.39,1.6452007599,24.1835829612,16.998528611,-3.761933814353714,1.7155860000000005
KAVLID,3.80536,1.69963,0.6933381174000001,1.9794641247,1.9571753189,-3.98499671353832,0.8332280000000001
UMEXUF01,5.93545,1375.54,3.0927582573,5.5660353038,4.0819152378,-2.523416155156597,3.148563
JOYKUF,15.8468,1340.34,3.8486558264,18.6320218692,13.1321810088,-3.2826366068296617,1.006802
RODBAP,7.01898,2309.49,0.9810246164,12.3728161878,9.7960264651,-4.067838877502984,2.31203
DAXGUG,4.36758,454.311,2.1189628552,4.4734441148,4.0678233713,-3.4626078562585327,1.985175
LAWHOJ,10.27348,1138.08,0.2666283162,5.3986143704,4.6258019078,-4.758254347429356,2.172674
RIVDEF,4.74355,846.545,0.4949189761,3.8973126851,3.3345809512,-4.419450207030384,3.76168
VOQWUV,4.5937,60.1906,0.8696933172,1.9796062729,1.4560592586,-3.5258332891277893,2.600447
QERWAL,6.23685,1199.9,1.2706289071,8.4095223156,7.0316172768,-4.012468244213358,1.061795
DANFUW,4.81728,313.691,0.8195190857,2.9065856277,3.1705379759,-4.094916298802518,1.346741
PEGCAH,4.41751,320.484,0.8802620455,3.2731653829000003,2.7249084781,-4.060941743466587,4.538339
OGAGAF,4.92581,595.37,0.7024115123,3.0873690519,2.3785163676,-4.202626495931846,2.463602
XOVVOU,6.57595,1592.48,6.4553837354,11.7756839105,8.0361364781,-2.68603159658797,2.3229930000000003
BOFGUZ,5.47859,2032.03,1.0447228221,10.0031990961,7.7559368995,-4.162417242979464,1.100504
CAZFOA,3.89004,10.679,2.2210111282,3.9850630181,2.103409887,-2.570175074580457,0.352918
XEQLEM,4.5386500000000005,279.032,1.6891979191000002,2.736987268,2.0836661813,-2.974137283869457,3.0797
AVIMUO,5.70679,502.896,3.8427077418,6.1071744046,3.4272718879,-2.545184093922092,1.065211
PIZRAT,5.69309,960.498,1.5560846939,5.8523982696,4.6194122809,-3.810164521488416,0.2685649999999999
ETESIG,5.84738,857.336,2.146197533,4.55481474,3.4422862713,-2.915949482889186,2.056518
MINCIX,10.4943,2102.17,3.5020767566,21.2924472502,14.5080104495,-2.633224146804449,2.972724
BASTIA,4.02341,28.3759,0.6767411488,1.0398723804,0.7129953662,-3.247973075272277,3.061161
FIHFAF,6.24558,1157.0,2.2334087465,7.0948197823,5.0899313734,-3.355954521497577,0.290136
GUFBOA,5.81423,515.624,1.5200139553,3.2857222437,2.3322788382,-0.9851142026984968,1.0471850000000005
WEFZIS,4.30666,289.477,3.3022753239,3.7534561069,3.0716675453,-1.4318957096780038,3.175822
AGIMOU,4.22721,155.602,2.8542032889,3.7170153296,3.4286601634,-1.8373430096121937,0.90183
XUMVAD,5.48445,1680.39,3.5006673722,8.4586817168,6.2312179073,-2.578624795973417,2.021923
YAHPED,6.77398,1469.77,1.148333554,9.2611508595,8.2195345733,-4.11934415383406,1.1876380000000002
GAJZIC,4.74189,963.772,4.57746556,5.1932546218,3.033969695,-1.6787765873945764,3.652208
WORSUT,6.27181,1041.84,2.5963018455,6.6586053402,5.5874535007,-2.611772651006413,1.87684
SOTWUV,6.18672,1858.35249,4.0271109241,10.2780183812,6.7868488172,-2.63098648928763,3.239141
ZURLAB,4.89339,257.028,0.4938772754,2.0743303693,1.824220705,-4.362977838966473,0.0905219999999999
SETQUF,7.76355,1520.04,0.441618324,9.9354623064,9.1313063874,-4.546400377173216,0.1485560000000001
XAFXOT,5.91185,519.409,2.0262919723,2.218172489,1.8728960965,-2.765523212033233,3.847027
QUVFAP,3.97696,30.4242,1.4407794062,2.0571735655,2.0593972349,-2.2577950769599147,2.923333
BEPVAV,4.46396,301.232,0.9319350968,2.5001745072,1.922238634,-3.627601725164023,2.163171
FIPXEJ,4.43579,120.837,2.0926772827,4.0844388627,3.5981118778,-3.593834666723447,3.911905
WIFBAQ,6.13408,699.1028,1.0684861294,4.6757465408000005,4.6185630395,-3.99474224831102,1.480914
POKSIT,5.21903,382.846,1.8632101529,2.7879274711,1.3958371683,-1.09556524140638,0.862641
MAGBAZ,7.74379,1809.88,0.3589164062,10.9774800339,9.1902424619,-4.634416555693362,3.325479
HIQNIG,5.17097,418.12,1.5565909173,5.006658066,3.4046096276,-3.568808379247844,1.335551
CAWGAJ,5.29963,562.271,0.6009227067,2.8091238899,2.1657753076,-4.288137117367981,1.964591
LOJLAZ,6.04161,1209.93,0.6069066864,3.9631768014,3.3175741692000003,-4.375577632165386,0.1797339999999999
IPIJEY,5.9118,853.978,2.1486214506,4.854568626,3.8495111301,-3.406500162041267,1.803599
MAQBEO,9.00352,1382.205,2.2182935025,11.4372833118,9.0100171645,-3.5816572703440843,2.88992
CAVRAU,8.06449,1669.07,1.1697596752,10.0979473681,8.5129070598,-3.897357087501125,3.091991
UKUBUY,7.24877,1075.91,2.5155341603,6.9565513833,6.1635783546,-3.4233638443391987,0.5497660000000001
CUFGUH,4.02229,27.7806,1.440861746,1.8633367298,0.452044033,-2.5049082304487458,2.545803
NAFSOF,10.41333,2302.56,0.223375887,30.8568051794,23.3541469536,-4.830925412170613,0.996108
YINCEF,5.29805,1113.78,3.2809144565,6.998738839,5.5553695648,-2.25276691892186,1.154368
CUCSAU,5.5757,941.945,0.7838323288,6.6976476602,6.1363206043,-4.256865897800411,2.600402
DAFTEM,3.79844,12.9599,0.4834140589,3.5207100944,2.7992994534,-4.44504832349098,3.080557
CIJVOH,5.67314,1863.63,6.7286336903,10.3534047459,6.24427216,-3.093038754184576,3.72106
GURZID01,3.82163,5.71071,2.8203517113,3.729272314,2.0992481681,-2.420563978017111,0.977995
EZEQUX,5.58794,897.198,1.6920933435,5.2689747349000005,4.6006768616,-3.800812737833496,2.1573640000000003
LITCIC,7.20254,1608.03,2.0368265543,12.5788329525,9.4485948922,-3.8461729451042665,1.077955
UVUQAE,5.89761,1169.86,2.540448582,6.7111516318,5.8168379122000005,-2.9449926594732614,0.876196
XUMTUV,5.4813,1654.29,3.3956215281,8.3570352608,6.1776270024,-2.3260230383870466,2.018643
RUGZAW,9.17489,1304.97,2.1072851402,10.9216451013,8.3618395247,-2.9121369822336467,1.4129850000000002
MAYXUG,3.93702,29.4923,2.0960111054,2.4742116066,1.1158316638,-2.843799271976712,3.924045
FAFDEX,4.84612,507.616,1.3438626895,3.8834004477,3.7931777854,-3.8488846099016247,1.5073219999999998
GULPIN,4.25802,105.551,1.321929157,3.180150089,2.7090395695,-3.7148704453699377,1.73036
EZUCIM,5.27092,1230.47,1.6486867816,9.0686598583,7.7477279843,-3.900934296570781,3.16516
KOMJED,5.84055,204.652,0.1830691424,1.0065822766,0.7334220322,-4.799346455898699,4.428343
POKVAO,5.22916,372.474,1.8794823402,2.7781770208000003,1.4381836133,-1.2360773423041704,0.8655849999999999
BEPVOJ01,5.12362,588.1,1.0213377275,3.6689582888,2.7527651726,-3.9270262688967192,2.149931
DUQSEO,3.77576,1.89702,2.1252808259,3.5062451316,0.8771134258000001,-3.2352501706888668,3.506962
DUYVEA,4.52649,159.719,1.1247591223,3.5823051154,1.805695587,-4.011560557430216,1.904319
EGATOW,5.96917,1648.48,3.725357734,9.6400769069,6.9711865729,-3.1264643390471885,0.470115
PUYHOI,8.13748,873.829,0.0993168678,3.7897028736,2.4176522419,-5.186166913624921,1.814529
GAJZAU,4.80108,964.865,4.8548544481,5.4210054939,3.1003006813,-0.9685390195910122,3.467348
PEFTAX,4.53798,197.194,0.6982729241000001,3.7430771251,3.6227891927,-4.227189253825423,0.3007849999999999
DORFOG,3.83387,15.0045,4.8805448759,5.7292262471,3.3759956825,-2.835903036886173,4.870127999999999
LAGNAK,5.49382,1547.05,8.0702766599,11.3379509915,8.0183402789,-0.6625287583371577,2.4400820000000003
QUFTAM,4.97686,591.63,2.2284370717,4.8757010965,2.5758541104,-3.614799614973378,0.7698820000000001
GEPDEM,4.09249,157.716,4.620462087,5.1335836892,3.7842399274,-2.513015847663485,2.772987
GUHNUU,8.22186,1703.79,3.0857721833,11.310856583,8.588181391100001,-3.0928580068231764,2.498945
JUFREJ,6.336,456.09,1.610339438,2.0477764199,0.8813183492000001,-2.957377241410117,2.367533
OJAKUG,3.99498,39.4475,1.720890726,2.5551489802000003,1.6347146835,-2.861839457836411,2.194926
UDEPIE,6.47552,1061.36,0.4715932215,4.0665067274,2.7972047549,-4.481683511583529,0.226099
AMILUE,11.39418,1118.7,1.0784325925,8.7936174909,7.1542967596,-2.391528524082477,2.597387
IPIFAP,7.07203,1333.08,0.4440225594,6.5373512215,5.2567601984,-4.546071935000096,2.725635
ADODII,5.97541,879.899,1.2483852069,4.8489913838,3.8793926377,-3.968026310908283,3.449792
FUMHEC,4.19047,74.7921,0.3696449277,2.7103802053,2.6760100361,-4.530267796573611,0.4124689999999998
SARGUP,11.61678,1496.7,1.7359238136,11.6023143074,8.2999056937,-3.905218023588333,0.017998
ZOZHON,7.30118,1471.2510000000002,0.9109422997,9.3247719591,7.5651914843,-4.190092315893341,1.023359
DUBJUH,7.25048,1084.94,1.0078030925,7.4313862039,6.8397906668,-4.145147030941324,0.230461
ZETPUL,4.3933,32.9414,0.0398315113,0.5725020169,0.9408488664,-5.520590262866024,3.64576
ELOHOE,5.5654900000000005,667.543,2.5788797395,5.9652327504,4.895493975,-3.363977740336286,2.321079
GOYXUP,3.94982,26.2904,1.1712517892,1.6492393298,1.5657663342,-3.4522597442659877,2.297896
EJEFOP,4.0642,34.5178,0.8117961296,2.1614587156,1.1046444604,-4.043336544664012,2.166949
VIXTUT,3.939,19.012,0.6866789474,2.676033026,2.6538734555,-4.184836822200641,3.065097
PEPLIG,6.77242,1397.3,0.5271040353,8.8854982936,6.9804328021,-4.469166617520151,0.3717519999999999
LOFVIN,6.31143,443.905,2.4643371164,5.0363162231,3.062001331,-1.853007338713189,1.3791060000000002
CUYRUK,3.95948,11.2004,0.0300945654,1.0045569984,1.114110004,-5.739406341057072,2.649317
WEMDOJ,4.95352,1914.66,1.9595798433,6.9113822376,4.7697685653,-1.4333916521369454,3.099857
LUSJOZ,6.14785,1046.66,1.1160377187,6.0282048216,4.7054159705,-4.073348922911111,0.0374049999999999
DUMFEY,5.56832,598.7447000000001,2.7144090512,11.2841530532,7.5992673611,-3.594670718197124,0.897545
EBAWIQ,5.06109,222.588,1.4943608671000002,4.9437467998,2.9841460398,-3.762581943953764,1.024898
IHIMAP,4.88033,415.101,2.2516391336,3.6491718359,1.6881813626,-3.454402213866452,4.502768
MOQSIV,3.87036,1.58931,0.0748710225,0.7559171495,0.7560230991,-5.270337191660019,2.882295
DAJHUS,4.35025,237.572,0.8144895649,3.2447717166,1.6899417863,-4.0341649639582,0.460565
FIPWOS,5.20561,519.449,2.5586379404,4.2653093035,3.4535191071,-3.359620937409724,4.340477
LOXWEC,7.26238,913.235,0.2656327642,4.2241083477,3.9845437621,-4.751543635126591,0.647717
OGECOU,6.21029,868.609,2.3396579799,5.4495709975,3.8619350015,-3.603340440029356,1.721655
EXUHUC,6.22107,509.709,4.0548565295,8.2613681826,2.3184788201,-2.295876949292382,0.930553
ZOMNUM,6.06034,1085.31,6.3336305839,9.6477222947,7.3741119977,-1.9412627920594556,2.593307
OHOFIA,7.85286,765.7183,2.3016216156,7.8960016209,6.5191277688,-2.530203011882621,0.3202939999999999
CEHWIX,3.77572,2.6080300000000003,3.6072646888,4.4476525342,3.9690064385,-2.88695958191218,1.183472
KABXES,5.52619,1674.1,4.2790208443,9.0008267902,6.3930318466,-1.601032797712631,2.040368
WOHBIF,4.33773,171.816,0.6906022071,1.8794112236,1.7635423931,-4.065976502339992,0.589855
LIKFOB,4.37966,279.464,4.1786728158,5.9766549718,3.5045416643,-2.045035232435675,3.14571
RAYLAG,8.06325,980.794,0.8626093829,5.8028067221,4.8312744218,-4.162076501556866,2.398017
QIDDAI02,5.0417,769.659,3.6190888489,8.8114062578,5.495787698,-2.992755920160367,3.100673
DACYAI,5.20878,518.249,1.4300124835,2.9878142278,2.7572526949,-3.5824901104914195,2.56286
JUMDAY,6.08117,1458.05,0.6961782032,8.0856881704,6.6749514908,-4.348254014484145,0.855356
CIZMIJ,6.80411,1826.93,7.0775782854,17.392528554,12.6492230821,-2.6669337819866987,2.431421
PEWFII01,4.22419,340.45,2.6939516336,4.3894811602,2.2801197462,-2.9618012246210346,0.904726
EMOFIX,4.4277,118.797,0.8101120928000001,3.8153046632,2.536109053,-4.153047146079564,3.18437
DAMZEZ,5.14628,516.586,0.8814870254,2.411680972,2.2310029294,-3.9996657219294818,1.821092
FUYYAA,4.5706,334.935,2.935753259,3.2867464942,2.0176813409,-1.1127744163706248,0.944982
GACPUX,5.9525,1118.84,2.8143912963,9.671767113,7.4355937691,-3.5015047380008686,2.934917
GAWCUF,5.14591,482.829,1.9159735395,5.6264414837,5.8292846990000005,-3.629385149011652,0.4516429999999999
VIPXUO,4.31173,80.1392,3.171083437,6.3735908701,2.7135207801,-2.9269455095344665,0.3398859999999999
AMUFOF,5.11388,597.601,2.1394858906,5.2154268517,4.0568096464,-3.5613658974099414,0.2043899999999999
HUCXOU,6.73345,1141.06,2.1803348618,6.7452034780000005,5.7261518069,-3.4475848919495187,1.317868
MIVNUB,3.84269,4.62958,0.099332446,1.6654711631,0.656838189,-5.168635170617267,3.340216
ESUSAO01,6.3973,1120.31,1.74760182,5.8255177356,4.4213274794,-3.73131440381268,0.159034
LAJJAK,5.2622,933.69,2.2389329838,7.558876835099999,5.7264792083,-3.703065104505544,3.016293
LITCUO,5.34738,700.26,1.444378758,6.2862406324,4.8253332227,-3.879123484134627,0.577993
QOVSOL,6.4221,975.203,1.6803103107,6.4791956136,5.147311122,-3.7830691462589785,2.56109
TUBLIN,5.27232,632.993,1.4093521543,4.3390890991,4.2478769513,-3.9102926611544193,2.689141
ETEKEU,6.7421500000000005,2064.82,3.5748756156,11.1410936755,7.3270341755,-2.5261482298451847,2.013152
WAHGIY,5.33673,589.489,1.1859632213,3.1799685081,3.1042071044,-3.878991991314832,0.920856
UTEMAJ,8.09581,1995.03,4.9898791792,16.2205954215,12.6174437203,-2.8949396706590083,1.600046
AZIXUD,5.99991,1563.65,4.6795383989,10.3632901162,7.627399482299999,-2.94652971531076,3.111373
CAYSOK,7.10061,593.663,0.2175281457,3.3609740504,3.3100269519,-4.863282602887877,0.1530749999999999
KESGAS,5.62194,893.548,0.9921737151,4.8153287088,4.2392100487,-4.12225730108442,0.4592239999999999
MAWVAK,5.7095400000000005,1396.49,5.9877680529,10.592191394,8.196917237,-2.514136670402665,2.968689
RUCGOM,4.40498,375.3797,0.6312906281,2.2361597604,2.4186502044,-4.197259788488672,2.93602
BAKJII,6.19215,1596.54,1.3490561808,10.9591211092,9.5425022143,-4.041138566958406,0.44859
BUSQIQ,4.44057,475.197,4.6718333666,5.0245429412,3.9267337576,-0.159440392546131,3.400145
GELJAJ,4.01632,59.8784,1.3091629075,2.7564771712,2.735391064,-3.89394856188164,2.9947790000000003
TEJGIA01,4.64544,539.495,2.7075591874,3.9876131215,2.5084004765,-1.3762298686659138,3.041625
CECVIQ,3.94859,117.494,3.3572097022,3.5801004427,1.4827755774,-0.4155183819723339,3.017918
ADODUU,5.93337,854.19,1.4062114381,4.3567476191,3.644507692,-3.882705498388868,3.448867
MICDEJ,5.47717,984.015,3.6317846246,6.564428049,5.1547595857,-2.137247451321508,1.140027
QOMFEE,6.23329,1735.91,1.1307678965,10.298093814,8.5115354274,-4.106545625297505,1.914796
TAFBIN,4.8994800000000005,180.462,0.5530110521,2.2859814559,1.6034066811,-4.3043441153054856,3.76728
DEFKUU,5.40643,1309.63,0.980252274,4.2976156916,3.9534488882,-4.1295521992491535,0.539571
ILOTOT,4.12508,58.2051,1.4935974318,2.4948697071,2.3753081805000003,-3.677598753318077,0.2601559999999999
RIPNUB,5.47583,336.814,2.250119547,2.9696330498,3.0953242257,-2.798307983342055,3.539842
QUJFUX,3.94761,39.8428,2.6462911412,2.7588372715,1.9379050836,-1.4259698903924436,3.314558
VIXVUV,4.91855,216.573,1.9338011484,3.9564721525,2.5348683758,-3.359602051000029,3.155406
CEYPUT01,5.3037,637.062,2.4451171466,4.7534056133,4.08672409,-3.39276915203236,0.571235
SUGVUM,5.79435,892.255,2.0113967875,6.7391469329,7.3446317167,-3.6615255771767887,0.980451
WEMFAX,4.90097,1902.63,1.6389532299,6.1796977022,4.678573375,-3.0395972498205697,3.106202
HEBKEG,5.17721,673.447,1.6285849877,3.6424304788,2.9307621368000003,-3.853645569789645,3.635078
CUFGOB,4.05624,31.1348,1.5524725994000002,1.9272820504,0.5017869067,-2.048443446055241,2.545253
JADJOQ,5.63389,2088.38,0.9135202598,10.7548861416,8.4052103059,-4.225763408924856,2.626873
ACOLIP,4.91034,502.151,2.2884398249,7.4018663082,5.9499581195,-3.6539131613539646,2.690086
COXQUB,3.99789,27.4158,1.6508861607,3.2243025262,1.9750709735,-1.61865744829099,1.887976
GATHAL,3.98213,13.6501,0.334502556,4.1929427391,2.6744461164,-4.601974877950348,3.025751
IJASES01,4.87181,446.451,2.916067932,5.1291814309,2.4780150031,-1.3079131000072597,3.186459
IYOBAA,7.42959,870.49,0.6280149269,3.4586015557,2.6888938298,-4.258941417912371,2.101453
PIJJOI,6.12931,642.774,1.7692640722,5.0199183454,4.7623587416,-3.662628604871755,2.972845
GAXGOD,5.08632,234.396,1.1811701169,3.0286291047,1.8892590339,-3.46440843314313,0.4069469999999999
BEPVOJ,4.87498,490.991,0.9970238363,3.608524842,2.5189302809000003,-3.889400189946517,2.127887
ETEMIB,4.60123,230.724,3.0186482276,5.2343592888,2.6391224661,-2.6408439896326845,0.298333
KINFEU,7.75525,1299.62,2.0459553399,6.8376075939,5.599262572,-3.689716753243748,2.912101
ATIBUA,4.92972,508.242,0.2658923897,2.5495069844,2.2425245732,-4.7124849094544246,1.53334
BACGAQ,5.16583,683.48,1.320946349,4.1761212981,3.9363869416,-3.820057749163782,3.358317
PEGBUA,4.24178,192.514,0.7508950208,2.5965417805,2.3221158171000003,-4.145955220862308,4.609052
MUGHED,6.89695,1204.72,1.4204785549,6.1621494375,4.4932177028,-3.968292682396236,3.091596
OTATOT,5.58723,1429.4,0.9023576824,7.6495369916,5.5509031627,-4.270190729024608,0.0246529999999998
QUFKIN,4.6712,256.816,2.1204628384,3.4772470176,2.0150955932,-1.683228941485652,0.339839
YOVXEO,5.56492,331.817,2.6076302606,4.7718268835,2.4895956893,-2.8781710619666354,0.8116920000000001
LEDHEJ,5.17343,503.005,2.5070156955,3.0310883913,2.3263765992,-2.2213915335203107,3.11402
MIMKIE,5.77879,1110.8,4.6744070577,7.6355620881,5.5939981165,-2.5866834681157345,3.021219
RETBEZ,5.70035,619.20309,2.0708542883,3.7950825074,3.5141935499,-3.3726095613964557,2.7609820000000003
OCACUR,5.50745,1388.67,5.5556531357,9.383432292,6.4326819478,-2.457214395564004,0.4473989999999999
VOBQEK,4.27979,333.507,5.8566876829000005,7.3489085422,6.4089843117,-1.7953971332874383,1.163417
FIJCUX01,7.34002,1403.65,0.5659682387,7.7781621942,6.6693953599,-4.444615312282853,3.0837000000000003
