CSD code,Largest included sphere diameter (A),Total volumetric surface area (m^2/m^3),CO2 uptake at LP (mol/kg),CO2 uptake at HP (mol/kg),CH4 uptake at HP (mol/kg),logKH_CO2,Band gap (eV),DOI,Journal
WEFKOH,1.9825,,,,,,3.679701,10.1039/dt9930003413,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
FIDXIC,2.94648,,,,,,0.8892789999999999,10.1021/acs.inorgchem.8b00402,Journal(Inorganic Chemistry)
DAXDUE,3.14544,,,,,,3.316478,10.1039/C7CE00568G,Journal(CrystEngComm)
JEVTAG,2.29846,,,,,,3.473782,10.1107/S1600536807000049,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
UKALOJ,5.1659,,,,,,2.8888160000000003,10.1021/acs.inorgchem.5b02921,Journal(Inorganic Chemistry)
JIQQOS,2.44702,,,,,,1.868655,10.1134/S0022476618040273,Journal(Zhurnal Strukturnoi Khimii)
KALPUI,1.74687,,,,,,2.005723,10.1071/CH9890149,Journal(Australian Journal of Chemistry)
IVIHIF,2.18154,,,,,,0.879698,10.1016/j.molstruc.2011.04.008,Journal(Journal of Molecular Structure)
MIRLEF,2.62918,,,,,,2.16127,,Journal(Koordinatsionnaia khimiia)
NIWLIR,1.47904,,,,,,3.19779,10.1039/C8CC09850F,Journal(Chemical Communications)
PECFAH01,2.8336,,,,,,2.450051,10.1016/j.micromeso.2018.06.013,Journal(Microporous and Mesoporous Materials)
PUNBIK,2.2838,,,,,,3.147446,10.1021/cg900995u,Journal(Crystal Growth and Design)
KIZBEC01,1.68089,,,,,,2.04545,10.1002/anie.201306746,"Journal(Angewandte Chemie, International Edition)"
APINAP01,2.15157,,,,,,0.21336,10.1016/j.inoche.2012.05.011,Journal(Inorganic Chemistry Communications)
NOQQUH,3.77249,,,,,,2.023233,10.1016/j.poly.2014.08.066,Journal(Polyhedron)
QEJCEO,3.10085,,,,,,2.587399,10.1021/cg060076s,Journal(Crystal Growth and Design)
YIQNIW,2.28929,,,,,,0.388934,10.1107/S1600536807059247,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
JUXTIF,1.64546,,,,,,0.695328,10.1021/ic00058a008,Journal(Inorganic Chemistry)
RAZBAW,2.12871,,,,,,1.328386,10.1016/j.ica.2005.04.008,Journal(Inorganica Chimica Acta)
PURXUX,1.75557,,,,,,1.6212129999999998,10.11862/CJIC.2015.227,Journal(Wuji Huaxue Xuebao)
IDABAT05,2.30001,,,,,,2.836997,10.1039/C6CC07995D,Journal(Chemical Communications)
REZSAR,1.86743,,,,,,0.8519290000000002,10.1107/S1600536807009282,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
AWEXOR,6.79881,,,,,,2.607174,10.1021/acs.cgd.6b01054,Journal(Crystal Growth and Design)
CIBNUY,2.44918,,,,,,3.055597,10.1039/C3CE40236C,Journal(CrystEngComm)
FEXJUQ,3.52636,,,,,,0.402006,,Journal(CSD Communication)
HAYLEB,1.83388,,,,,,0.1451949999999999,,Journal(CSD Communication)
HEBNAF,2.50725,,,,,,3.117764,10.1021/cg300889x,Journal(Crystal Growth and Design)
METMON,1.95549,,,,,,1.410069,10.1039/b003733h,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
FUSRES,4.13834,,,,,,0.996485,10.1039/C5TA05210F,Journal(Journal of Materials Chemistry A)
ACEGOG,4.48977,,,,,,3.607444,10.5560/znb.2012-0083,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
SIKYUI,1.97871,,,,,,2.220896,10.1021/om400207y,Journal(Organometallics)
GEBCIB,1.85663,,,,,,3.083623,10.1038/ncomms1902,Journal(Nature Communications)
COLVEE,4.701,,,,,,0.726937,10.1021/ic00185a009,Journal(Inorganic Chemistry)
ISEGET,4.88459,,,,,,0.3789169999999999,10.1007/s11224-010-9684-9,Journal(Structural Chemistry)
RIYCAE,2.05883,,,,,,2.966695,10.1080/00958970701329209,Journal(Journal of Coordination Chemistry)
RARLUU,2.58083,,,,,,3.487214,10.1039/C7NJ00611J,Journal(New Journal of Chemistry)
AMIHOV01,1.89738,,,,,,1.1227840000000002,10.1021/acs.inorgchem.6b00446,Journal(Inorganic Chemistry)
DARQOF,9.92829,,,,,,2.868884,10.1002/cctc.201601583,Journal(ChemCatChem)
EXURAR,1.88698,,,,,,4.646929,10.1007/s10870-011-0138-z,Journal(Journal of Chemical Crystallography)
IDOKOE,8.16399,,,,,,4.425416,10.1039/C8CE01074A,Journal(CrystEngComm)
PESSUE,35.68217,,,,,,0.282594,10.1002/adma.201704350,Journal(Advanced Materials)
YAWRIY,3.77537,,,,,,1.113468,10.1016/j.poly.2005.04.011,Journal(Polyhedron)
UFULAI,2.16486,,,,,,0.8790110000000002,10.1021/ic011182g,Journal(Inorganic Chemistry)
WALWIS,2.70982,,,,,,1.111281,10.14233/ajchem.2015.16664,Journal(Asian Journal of Chemistry)
PEZLOY,2.00451,,,,,,2.592308,10.1021/acs.cgd.7b01523,Journal(Crystal Growth and Design)
UHUXAW01,2.71663,,,,,,1.270217,10.1016/j.poly.2005.09.003,Journal(Polyhedron)
HAWJUM,1.88376,,,,,,2.804919,10.1016/j.inoche.2011.12.042,Journal(Inorganic Chemistry Communications)
GIKQUO,2.58696,,,,,,0.593753,10.1021/cg400394d,Journal(Crystal Growth and Design)
NEJZEK,2.00165,,,,,,1.568781,10.1016/j.cclet.2013.03.010,Journal(Chinese Chemical Letters)
PAPYIR,1.88584,,,,,,2.882958,10.1016/j.jssc.2017.01.027,Journal(Journal of Solid State Chemistry)
DOZNUC,1.78721,,,,,,1.801093,10.1016/j.ica.2008.08.039,Journal(Inorganica Chimica Acta)
ETOFEZ,1.87132,,,,,,2.806167,10.1016/j.ica.2011.03.072,Journal(Inorganica Chimica Acta)
NECFAD,2.17482,,,,,,1.1687660000000002,10.1016/j.ica.2005.08.023,Journal(Inorganica Chimica Acta)
SOBYUE,5.7229,,,,,,2.332051,10.1002/anie.200800586,"Journal(Angewandte Chemie, International Edition)"
FIRTIL,6.00951,,,,,,0.3700969999999999,10.1126/science.1246423,Journal(Science)
EHIBUT,2.23285,,,,,,2.4214960000000003,10.1016/j.inoche.2010.06.004,Journal(Inorganic Chemistry Communications)
WEFPOP,1.618,,,,,,2.323995,10.1515/ncrs-2016-0385,Journal(Zeitschrift fur Kristallographie - New Crystal Structures)
SACSEV,1.52809,,,,,,1.0153720000000002,10.1002/ejic.200300950,Journal(European Journal of Inorganic Chemistry)
HAZPEF,4.33896,,,,,,3.158547,10.1002/chem.201200909,Journal(Chemistry-A European Journal)
SEKXUE,1.82513,,,,,,2.224197,10.11862/CJIC.2017.215,Journal(Jiegou Huaxue)
OZAXIX01,3.35377,,,,,,2.802732,10.1002/ejoc.201403521,Journal(European Journal of Organic Chemistry)
POCKUO,1.71526,,,,,,2.9828460000000003,10.1080/00958970701579308,Journal(Journal of Coordination Chemistry)
COXTAM,2.01937,,,,,,0.962357,10.1021/ic5013186,Journal(Inorganic Chemistry)
WONYEG,4.92597,,,,,,0.341744,10.1016/j.molstruc.2019.07.037,Journal(Journal of Molecular Structure)
MACBID,3.54832,,,,,,1.531251,10.1039/c0dt00242a,Journal(Dalton Transactions)
NIVTIW,2.20955,,,,,,2.964912,10.1021/om700701m,Journal(Organometallics)
NUPWEC,1.7566,,,,,,3.714147,10.1107/S2056989015016722,Journal(Acta Crystallographica Section E: Crystallographic Communications)
OHUVUK,1.64421,,,,,,4.431226,10.1515/zkri-2015-0001,Journal(Zeitschrift fuer Kristallographie - Crystalline Materials)
DOJXEH,5.70687,,,,,,0.551767,10.1039/C4CE01506A,Journal(CrystEngComm)
MITBAS01,2.67702,,,,,,3.355555,,Journal(Wuji Huaxue Xuebao)
DUXBII,1.5353,,,,,,2.103014,10.1080/00958972.2010.484489,Journal(Journal of Coordination Chemistry)
AQIGUD,3.75036,,,,,,0.7259390000000001,10.1016/j.jssc.2011.03.050,Journal(Journal of Solid State Chemistry)
PAMGER,1.65846,,,,,,0.4704000000000001,10.1021/cg200974h,Journal(Crystal Growth and Design)
VIFCIY,2.56961,,,,,,0.23275,10.1016/j.ica.2013.02.026,Journal(Inorganica Chimica Acta)
CUZNUG,2.09553,,,,,,0.760509,10.1039/dt9850000243,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
NEVJUV,3.07436,,,,,,2.823835,10.1039/c2ce26553b,Journal(CrystEngComm)
UTIHAH,1.41777,,,,,,0.0655780000000001,10.3184/174751911X13014067908735,Journal(Journal of Chemical Research)
NUNZEC,1.8006,,,,,,3.214804,10.1107/S1600536810013735,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
QIKXEN,2.43495,,,,,,3.024642,10.1039/b003210g,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
CEHXAQ,2.98265,,,,,,3.601051,10.1016/j.jssc.2012.06.016,Journal(Journal of Solid State Chemistry)
VINTAO,2.58258,,,,,,0.598792,10.1080/00958970701266716,Journal(Journal of Coordination Chemistry)
KIGLIX,2.18454,,,,,,2.315292,10.1002/chem.201302633,Journal(Chemistry-A European Journal)
OVIYOI,2.49928,,,,,,2.35283,10.1021/cg2004485,Journal(Crystal Growth and Design)
QEVNEN,1.93045,,,,,,3.678957000000001,10.1515/zkri-2017-2047,Journal(Zeitschrift fuer Kristallographie - Crystalline Materials)
LURDEI,3.08609,,,,,,1.784875,10.1016/j.poly.2010.02.032,Journal(Polyhedron)
JOJJEY,1.84268,,,,,,3.814887,10.1021/cg7012182,Journal(Crystal Growth and Design)
ATETIE,2.32759,,,,,,2.833338,10.11862/CJIC.2016.157,Journal(Wuji Huaxue Xuebao)
CECMEF,2.05262,,,,,,2.509381,10.1080/00958972.2016.1242727,Journal(Journal of Coordination Chemistry)
EDUHAP,1.81018,,,,,,3.421313,10.3390/cryst7060160,Journal(Crystals)
ONABAI,4.25544,,,,,,0.983464,10.1080/15533174.2015.1136960,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
GERTII,3.97377,,,,,,0.63812,10.1016/j.jssc.2012.08.028,Journal(Journal of Solid State Chemistry)
HUTKIS,2.17491,,,,,,2.480618,10.1016/j.jssc.2015.11.010,Journal(Journal of Solid State Chemistry)
DAWSEB,1.98037,,,,,,1.6136529999999998,10.1021/cg201197k,Journal(Crystal Growth and Design)
MABDIF,2.59267,,,,,,0.94064,10.1002/ejic.201501328,Journal(European Journal of Inorganic Chemistry)
GUYTAX,2.51221,,,,,,0.64602,10.1107/S2053229616000978,Journal(Acta Crystallographica Section C: Structural Chemistry)
HUTQOD,1.8583,,,,,,2.4533620000000003,10.1021/ic901291b,Journal(Inorganic Chemistry)
TACZUU,1.74712,,,,,,1.421503,10.1039/c0ce00097c,Journal(CrystEngComm)
NATXOX01,1.45299,,,,,,0.3541270000000001,10.1016/j.poly.2015.10.038,Journal(Polyhedron)
FIMYIL,2.48398,,,,,,3.117513,10.1016/j.inoche.2013.04.005,Journal(Inorganic Chemistry Communications)
ATOGIZ,1.93707,,,,,,2.871102,10.1002/ejic.200300719,Journal(European Journal of Inorganic Chemistry)
FIRGIW,1.82468,,,,,,4.742335,10.1002/cber.19871200531,Journal(Chemische Berichte [1865-1997])
UHUWEC,4.32376,,,,,,0.986467,10.1021/acs.inorgchem.9b03754,Journal(Inorganic Chemistry)
HIQXEM,1.56529,,,,,,2.037686,10.1107/S1600536813030638,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
XENCEZ,2.03766,,,,,,0.7794979999999999,10.1107/S1600536806031795,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
PEYHOR01,2.10367,,,,,,3.190361,10.1107/S010827010700306X,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
KIVWOD,2.06864,,,,,,0.6565700000000003,,Journal(Jiegou Huaxue)
HISVUC,2.34747,,,,,,1.982559,10.1039/C3CC47816E,Journal(Chemical Communications)
TUYKUU,3.7853,,,,,,2.867096,10.1016/j.jssc.2010.03.008,Journal(Journal of Solid State Chemistry)
BANMIO,2.09993,,,,,,2.655213,,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
KURQEU,1.88538,,,,,,3.296191,10.1107/S1600536810008068,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
OSAXOW01,1.90224,,,,,,5.12662,10.1021/cg101272n,Journal(Crystal Growth and Design)
YILZUR,2.14541,,,,,,0.6789239999999999,10.1039/C8DT03928C,Journal(Dalton Transactions)
OLOFIF,2.92846,,,,,,0.3161419999999999,10.1039/c0cc04492j,Journal(Chemical Communications)
BEDJEA,2.35705,,,,,,2.507743,10.1021/ic030196e,Journal(Inorganic Chemistry)
ICENUB,2.48406,,,,,,2.653693,,Journal(Jiegou Huaxue)
IDOXIK,1.95264,,,,,,2.933312,10.1039/C3RA43421D,Journal(RSC Advances)
ECOSEU,5.43419,,,,,,0.5251889999999999,10.1039/b100936m,Journal(Journal of Materials Chemistry)
ELOFOA,1.40063,,,,,,3.474148,10.1021/ic0300464,Journal(Inorganic Chemistry)
PATPUW,1.8048,,,,,,0.7721819999999999,10.1021/cg050181m,Journal(Crystal Growth and Design)
DURTEQ,2.62136,,,,,,1.7642290000000005,10.1107/S1600536810029570,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
BUTCUQ,1.41347,,,,,,5.111067,10.1107/S2056989015014139,Journal(Acta Crystallographica Section E: Crystallographic Communications)
PITMUC,2.18433,,,,,,2.101531,10.1039/C3CE41966E,Journal(CrystEngComm)
MOHJID,1.73138,,,,,,2.938875,10.1039/b809504n,Journal(CrystEngComm)
RAHQAV,2.30542,,,,,,3.530963,10.1016/j.ica.2015.01.035,Journal(Inorganica Chimica Acta)
XAHGOE,1.6036,,,,,,2.878625,10.1039/c003285a,Journal(CrystEngComm)
AGALUR,2.03422,,,,,,4.655846,,"Journal(Izvestiya Akademii Nauk SSSR, Seriya Khimicheskaya)"
UKALEZ,5.6959,,,,,,2.886555,10.1021/acs.inorgchem.5b02921,Journal(Inorganic Chemistry)
AVOGEZ,2.134,,,,,,3.498731,10.1016/j.jssc.2016.09.021,Journal(Journal of Solid State Chemistry)
MUDTOW,1.96136,,,,,,0.712578,,Journal(CSD Communication)
OCECOR,2.31878,,,,,,0.1791490000000002,10.1039/C6DT04103E,Journal(Dalton Transactions)
CISMOJ,1.7399,,,,,,0.5998669999999999,10.1016/j.mcat.2017.07.006,Journal(Molecular Catalysis)
BUSQOW,4.034,,,,,,0.192679,10.1021/cm9025683,Journal(Chemistry of Materials)
HEPNIA,1.72204,,,,,,4.466255,10.1021/ic060323h,Journal(Inorganic Chemistry)
KATGEU,2.18319,,,,,,2.495236,10.1021/acs.inorgchem.6b02810,Journal(Inorganic Chemistry)
NOBLUM01,1.69293,,,,,,2.7408900000000003,10.1016/j.ica.2013.12.024,Journal(Inorganica Chimica Acta)
SOCCUI01,2.18423,,,,,,0.486226,10.1021/ic00007a046,Journal(Inorganic Chemistry)
XOKHAH,3.45717,,,,,,1.220713,10.1007/s10904-008-9199-7,Journal(Journal of Inorganic and Organometallic Polymers and Materials)
YENTUJ,4.23536,,,,,,4.341149,10.1016/j.jssc.2017.12.011,Journal(Journal of Solid State Chemistry)
IJALOV,2.53515,,,,,,3.093401,10.1080/00958972.2010.515214,Journal(Journal of Coordination Chemistry)
UYOXOW,3.22946,,,,,,0.18617,10.1016/j.inoche.2011.03.020,Journal(Inorganic Chemistry Communications)
GISKUQ,1.72335,,,,,,4.314953,10.1107/S1600536814001652,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
CACHOE,1.96784,,,,,,0.6394789999999999,10.1039/b104965h,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
GOYSAO,1.88481,,,,,,0.9378419999999998,10.1039/a903332g,"Journal(Journal of the Chemical Society, Dalton Transactions [1972-2003])"
EKASEP,3.00518,,,,,,0.3157849999999998,10.1016/j.ica.2009.10.011,Journal(Inorganica Chimica Acta)
KUTNOE,11.68862,,,,,,1.529265,10.1002/chem.201502648,Journal(Chemistry-A European Journal)
COGYEF,1.9075,,,,,,3.084197,10.1016/j.poly.2019.03.038,Journal(Polyhedron)
CURZIZ,1.73147,,,,,,3.439166,10.1021/cg901453a,Journal(Crystal Growth and Design)
TUVVAH,1.72873,,,,,,0.775893,10.1039/b206990c,Journal(Dalton Transactions)
BODJIN01,2.20203,,,,,,3.2091700000000003,10.1016/j.solidstatesciences.2012.01.021,Journal(Solid State Sciences)
ULIBAU,1.98941,,,,,,0.403645,10.1134/S0022476615060165,Journal(Zhurnal Strukturnoi Khimii)
QANYIQ,1.82645,,,,,,1.5033800000000002,10.1002/ejic.201601298,Journal(European Journal of Inorganic Chemistry)
ESADIN,2.28872,,,,,,2.727462,10.1016/j.poly.2016.07.026,Journal(Polyhedron)
RIWSOG,2.93571,,,,,,3.1613,10.1021/cg7007232,Journal(Crystal Growth and Design)
LODDOZ,2.05232,,,,,,4.202473,10.1039/C3CE42604A,Journal(CrystEngComm)
IXUPUN,1.99639,,,,,,0.2671860000000001,10.1039/c1dt10633c,Journal(Dalton Transactions)
LEZNUB,6.09628,,,,,,2.4802660000000003,10.1039/c1ce06090b,Journal(CrystEngComm)
BIGSUG,3.78798,,,,,,3.860019,10.1002/hc.10218,Journal(Heteroatom Chemistry [1990-2019])
AXOVIT,1.82166,,,,,,0.7503,10.1039/c0cp01717e,Journal(Physical Chemistry Chemical Physics)
YIKJOU,1.65956,,,,,,2.423338,10.1002/anie.201808687,"Journal(Angewandte Chemie, International Edition)"
KOFSOO,1.92823,,,,,,3.27356,10.1016/j.inoche.2008.01.020,Journal(Inorganic Chemistry Communications)
JUDKOI,1.93845,,,,,,3.0116939999999994,,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
PUHWAS,2.10612,,,,,,4.494516,10.1107/S2053229615005008,Journal(Acta Crystallographica Section C: Structural Chemistry)
FOGXEF,1.97969,,,,,,0.5447310000000001,10.1107/S1600536805003673,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
CUGFAN01,2.87243,,,,,,3.538958,10.1021/acs.inorgchem.5b00826,Journal(Inorganic Chemistry)
GOMGEV,3.84158,,,,,,2.572835,,Journal(Zeitschrift fur Kristallographie - New Crystal Structures)
CIYZAM,1.56228,,,,,,2.142518,10.1021/cg7011342,Journal(Crystal Growth and Design)
REXVIB,2.89224,,,,,,3.134779,10.1039/c3ce00048f,Journal(CrystEngComm)
QEKYUD,2.39101,,,,,,3.012677,10.1002/zaac.201700250,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
UDUKIP,3.80093,,,,,,2.186539,,Journal(Thesis)
LAGHOR,4.3893,,,,,,0.562117,10.1016/j.poly.2004.04.026,Journal(Polyhedron)
MOTNOZ,2.19639,,,,,,2.997156,10.1021/cg800038j,Journal(Crystal Growth and Design)
RUYFOH01,2.16392,,,,,,2.5784890000000003,10.1021/cg1005874,Journal(Crystal Growth and Design)
EBIRAK,2.53895,,,,,,3.224866,10.1039/c0ce00990c,Journal(CrystEngComm)
WUWDAU,1.64605,,,,,,2.098314,10.1016/j.ica.2010.03.008,Journal(Inorganica Chimica Acta)
CIXDUJ,5.63824,,,,,,3.746648,10.1021/cm071079a,Journal(Chemistry of Materials)
WIRGOW,2.24698,,,,,,0.668919,10.1039/C8DT03422B,Journal(Dalton Transactions)
TEDFUE,1.62835,,,,,,3.078453,10.1016/j.ica.2006.02.018,Journal(Inorganica Chimica Acta)
FEZWEO,1.60447,,,,,,2.9279,10.1002/ejic.201201037,Journal(European Journal of Inorganic Chemistry)
IDOLUL,8.25622,,,,,,4.419043,10.1039/C8CE01074A,Journal(CrystEngComm)
XIZPII,1.76869,,,,,,2.154677,10.1107/S2053229618018132,Journal(Acta Crystallographica Section C: Structural Chemistry)
HEDNOT,1.99357,,,,,,4.739243,10.1016/S0277-5387(00)81472-2,Journal(Polyhedron)
CAXVUV,2.3801,,,,,,0.982862,10.1071/CH16648,Journal(Australian Journal of Chemistry)
DUJVUB,3.28051,,,,,,2.41075,10.1002/zaac.201500041,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
FIMDAG,1.92748,,,,,,0.804927,10.1016/S0020-1693(00)86665-7,Journal(Inorganica Chimica Acta)
FOWTIW,1.70455,,,,,,2.759576,10.1071/CH14053,Journal(Australian Journal of Chemistry)
HEHHEH,2.00148,,,,,,1.896873,10.1039/c39940001049,Journal(Chemical Communications)
TEJNIH,2.76758,,,,,,2.631986,10.1016/j.inoche.2012.03.032,Journal(Inorganic Chemistry Communications)
VOFNAH,1.73817,,,,,,2.223796,10.1021/cg400934z,Journal(Crystal Growth and Design)
CITHOD,1.98803,,,,,,2.421779,10.1016/j.poly.2007.09.014,Journal(Polyhedron)
AXOWEQ,1.93314,,,,,,3.716489,10.1021/ol200202g,Journal(Organic Letters)
HOXDII,2.08004,,,,,,1.2730320000000002,10.1021/ic801574k,Journal(Inorganic Chemistry)
WORTOO,5.01648,,,,,,2.647798,10.1002/ejic.201402973,Journal(European Journal of Inorganic Chemistry)
FIVJAW,1.58763,,,,,,0.5485009999999999,10.1021/ic048723x,Journal(Inorganic Chemistry)
CEZCAN,1.91389,,,,,,2.322278,10.1016/j.tet.2013.02.071,Journal(Tetrahedron)
NEFJAM,1.69938,,,,,,1.592758,,Journal(CSD Communication)
EPAWEZ,4.06244,,,,,,2.329512,10.1039/C3CE41371C,Journal(CrystEngComm)
OBOQUU,1.92244,,,,,,0.823134,10.1016/j.ica.2016.12.030,Journal(Inorganica Chimica Acta)
boydwoo,5.06308,,,,,,2.661524,"Not a valid ref code, thus does not exist.","Not a valid ref code, thus does not exist."
DEDPAD01,2.02648,,,,,,2.426535,10.1107/S1600536804025139,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
HEVXAI,2.45593,,,,,,3.297652,10.1039/b616077h,Journal(CrystEngComm)
HEFXIZ,2.46875,,,,,,4.395721,10.1016/0020-1693(93)03786-A,Journal(Inorganica Chimica Acta)
SAZQUI,3.34431,,,,,,0.658692,10.1016/j.jssc.2017.06.027,Journal(Journal of Solid State Chemistry)
GAGWUH01,2.45783,,,,,,0.833546,10.1016/j.inoche.2010.12.014,Journal(Inorganic Chemistry Communications)
FODCOS,5.3781,,,,,,0.790575,10.1021/cg500149s,Journal(Crystal Growth and Design)
RIFPEB,1.55373,,,,,,0.1546450000000003,10.1021/cm000941a,Journal(Chemistry of Materials)
CAVQUN,1.79238,,,,,,0.2486049999999999,10.1039/c2dt11907b,Journal(Dalton Transactions)
NUZHUN,1.68404,,,,,,2.121642,10.1021/acs.cgd.5b01716,Journal(Crystal Growth and Design)
TOGSIT,3.70982,,,,,,3.541295,10.1002/zaac.201300493,Journal(Zeitschrift fur Anorganische und Allgemeine Chemie)
IXUXAC,2.52515,,,,,,3.597074,10.1021/acs.cgd.6b01331,Journal(Crystal Growth and Design)
SELNAB,2.05312,,,,,,0.7146679999999999,10.1016/j.ica.2017.09.026,Journal(Inorganica Chimica Acta)
POPVIC,3.93315,,,,,,1.103182,10.1021/acs.cgd.9b00552,Journal(Crystal Growth and Design)
XIGFEY,1.51544,,,,,,4.287646,10.1002/1521-3773(20020104)41:1<158::AID-ANIE158>3.0.CO;2-#,"Journal(Angewandte Chemie, International Edition)"
OPUJUG,1.73306,,,,,,2.343853,10.1039/C5NJ03632A,Journal(New Journal of Chemistry)
FOJYOU,4.54886,,,,,,0.2840399999999999,10.1016/j.inoche.2014.02.015,Journal(Inorganic Chemistry Communications)
GUFQII,3.3102,,,,,,1.804541,10.1039/b901418g,Journal(Dalton Transactions)
XEYYOR,2.16895,,,,,,2.709587,10.1016/j.molstruc.2013.01.045,Journal(Journal of Molecular Structure)
NEJSIG,3.34813,,,,,,0.6813039999999999,10.1126/science.1231451,Journal(Science)
ATEQEX,4.72239,,,,,,3.178951,10.11862/CJIC.2016.144,Journal(Wuji Huaxue Xuebao)
EDURED,2.46055,,,,,,1.694257,10.1002/cplu.201600228,Journal(ChemPlusChem)
BEFQUA,2.98146,,,,,,3.54879,10.1021/cg300351t,Journal(Crystal Growth and Design)
DEKZAX,3.70607,,,,,,2.0340350000000003,10.1021/acs.cgd.7b00752,Journal(Crystal Growth and Design)
IPUCUR,2.20849,,,,,,1.99867,10.1023/A:1014480222580,Journal(Journal of Inclusion Phenomena and Macrocyclic Chemistry)
HEKSOH,2.13315,,,,,,2.398196,10.1021/cg300541n,Journal(Crystal Growth and Design)
YOMROJ,1.98839,,,,,,0.909136,10.1016/j.ica.2014.05.028,Journal(Inorganica Chimica Acta)
YAFQAZ,1.69014,,,,,,1.7743989999999998,10.1107/S1600536811041626,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
LEQGUJ,2.14233,,,,,,2.7527120000000003,,Journal(Polish Journal of Chemistry)
ISUJEL,1.66805,,,,,,1.382269,10.1107/S0108270104003750,"Journal(Acta Crystallographica,Section C: Crystal Structure Communications [1983-2014])"
ELACID,1.52606,,,,,,2.423747,10.1016/S0022-2860(03)00416-2,Journal(Journal of Molecular Structure)
ADOKAG,1.71136,,,,,,2.822462,10.1039/b701907f,Journal(CrystEngComm)
VUWDUN,2.18973,,,,,,0.35446,10.1016/j.molstruc.2010.02.012,Journal(Journal of Molecular Structure)
BOMGIV,1.8456,,,,,,2.394504,10.1016/j.molstruc.2014.08.026,Journal(Journal of Molecular Structure)
VENFOM,2.41751,,,,,,2.7305740000000003,10.1007/s12039-017-1383-2,"Journal(Proceedings of the Indian Academy of Science, A [1934-1978])"
PAKQOK,1.58506,,,,,,3.191526,,Journal(CSD Communication)
IVITOY,4.31273,,,,,,2.295966,,Journal(CSD Communication)
AYIWOV01,1.64905,,,,,,1.5892090000000003,10.5012/bkcs.2013.34.12.3749,Journal(Bulletin of the Korean Chemical Society)
FARKOA01,2.08966,,,,,,3.770902,10.1039/c1ce05808h,Journal(CrystEngComm)
LUPZEC,2.15704,,,,,,2.77708,10.1039/b926376d,Journal(Journal of Materials Chemistry)
SUSLAV,3.99417,,,,,,1.934047,10.1016/j.inoche.2015.05.012,Journal(Inorganic Chemistry Communications)
NEWRUE,3.95438,,,,,,2.950232,10.1021/cg300587b,Journal(Crystal Growth and Design)
HIPMEA,1.71098,,,,,,2.136405,10.1002/ejic.201301010,Journal(European Journal of Inorganic Chemistry)
CEJJEJ,2.5825,,,,,,3.257383,10.1016/j.ica.2017.10.001,Journal(Inorganica Chimica Acta)
IRORUD,2.10319,,,,,,0.928631,10.1016/j.jssc.2011.05.004,Journal(Journal of Solid State Chemistry)
CUMKOM,2.32194,,,,,,0.6924239999999999,10.1080/15421406.2014.885360,Journal(Mol.Cryst.Liq.Cryst. [1985-1992])
CUMZAN,2.2139,,,,,,3.229833,10.1016/j.poly.2015.11.007,Journal(Polyhedron)
PIHNIF,2.80799,,,,,,0.7659059999999998,10.1039/C3CC43212B,Journal(Chemical Communications)
SIYCUY,2.1831,,,,,,1.733491,,"Journal(Zeitschrift fur Naturforschung,B:Chemical Sciences)"
KBZILT01,2.08138,,,,,,3.982162,10.1107/S1600536803015915,Journal(Acta Crystallographica Section E: Structure Reports Online [2001-2014])
OCERIY,1.54597,,,,,,0.6741199999999999,10.1016/j.inoche.2005.12.001,Journal(Inorganic Chemistry Communications)
VIYJIY,3.07268,,,,,,1.38184,10.1039/C3CE42127A,Journal(CrystEngComm)
FINTOO,2.04709,,,,,,1.023825,10.1039/C8DT01913D,Journal(Dalton Transactions)
DUQSUE01,1.66249,,,,,,2.161522,10.1080/15533174.2010.522541,"Journal(Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry)"
